273,222,197,197
272,223,197,197
273,225,197,197
272,225,197,197
270,226,197,197
268,226,197,197
266,225,197,197
264,225,197,197
242,222,220,220
242,222,220,220
241,223,220,220
240,222,220,220
238,221,220,220
237,220,220,220
237,220,220,220
237,221,220,220
236,222,220,220
234,224,220,220
233,226,220,220
232,226,220,220
232,227,220,220
231,228,220,220
230,229,220,220
229,228,220,220
228,228,220,220
226,228,220,220
226,227,220,220
223,227,220,220
221,226,220,220
220,228,220,220
219,229,220,220
218,230,220,220
218,231,220,220
218,232,220,220
218,232,220,220
217,232,220,220
217,233,220,220
216,233,220,220
216,235,220,220
233,242,183,183
232,243,183,183
232,242,183,183
232,242,183,183
230,241,183,183
230,242,183,183
230,241,183,183
230,240,183,183
230,239,183,183
233,238,183,183
231,236,183,183
232,233,183,183
232,231,183,183
232,230,183,183
233,228,183,183
233,227,183,183
234,226,183,183
235,225,183,183
235,227,183,183
235,227,183,183
235,228,183,183
235,231,183,183
235,231,183,183
234,233,183,183
232,233,183,183
232,234,183,183
232,233,183,183
231,236,183,183
230,236,183,183
230,236,183,183
229,235,183,183
220,227,206,206
220,227,206,206
221,226,206,206
221,226,206,206
219,219,206,206
218,217,206,206
218,214,206,206
218,213,206,206
221,211,206,206
226,210,206,206
231,207,206,206
237,207,206,206
241,208,206,206
244,210,206,206
249,210,206,206
249,211,206,206
259,216,196,196
259,217,196,196
261,223,187,187
262,227,178,178
260,234,169,169
253,235,169,169
249,237,169,169
241,234,178,178
238,234,178,178
235,235,178,178
234,236,178,178
228,236,178,178
226,237,178,178
223,236,178,178
219,236,178,178
241,242,140,140
243,242,140,140
245,242,140,140
248,242,140,140
256,241,140,140
257,240,140,140
258,240,140,140
259,240,140,140
260,241,140,140
261,242,140,140
258,238,147,147
258,239,147,147
259,239,147,147
260,240,147,147
260,241,147,147
261,241,147,147
260,241,147,147
259,242,147,147
259,242,147,147
259,242,147,147
256,238,154,154
257,236,154,154
258,235,154,154
257,233,154,154
258,232,154,154
258,233,154,154
259,234,154,154
259,234,154,154
259,235,154,154
259,237,154,154
260,237,154,154
291,243,146,146
291,244,146,146
292,244,146,146
292,244,146,146
291,245,146,146
289,245,146,146
288,245,146,146
287,245,146,146
285,245,146,146
282,244,146,146
277,246,146,146
273,245,146,146
271,245,146,146
269,245,146,146
268,245,146,146
268,246,146,146
266,245,146,146
266,244,146,146
266,244,146,146
266,243,146,146
266,243,146,146
267,243,146,146
266,242,146,146
266,243,146,146
266,244,146,146
266,244,146,146
265,244,146,146
265,245,146,146
265,245,146,146
265,245,146,146
265,245,146,146
269,262,136,136
271,263,136,136
274,265,136,136
277,266,136,136
280,268,136,136
282,268,136,136
283,268,136,136
282,268,136,136
283,268,136,136
284,269,136,136
284,270,136,136
284,268,136,136
285,269,136,136
285,269,136,136
286,270,136,136
282,266,143,143
281,265,143,143
282,264,143,143
282,265,143,143
282,264,143,143
282,264,143,143
282,264,143,143
283,261,143,143
284,260,143,143
284,259,143,143
285,260,143,143
284,260,143,143
283,260,143,143
282,260,143,143
282,260,143,143
280,261,143,143
270,250,147,147
269,250,147,147
268,251,147,147
266,252,147,147
261,250,147,147
260,250,147,147
258,249,147,147
259,248,147,147
259,247,147,147
258,247,147,147
258,247,147,147
258,247,147,147
258,247,147,147
258,246,147,147
258,247,147,147
259,247,147,147
259,248,147,147
259,247,147,147
260,248,147,147
260,248,147,147
261,248,147,147
262,248,147,147
262,249,147,147
262,248,147,147
264,247,147,147
265,248,147,147
265,249,147,147
266,249,147,147
266,250,147,147
266,250,147,147
267,250,147,147
273,257,132,132
273,257,132,132
274,256,132,132
274,258,132,132
275,257,132,132
275,257,132,132
275,257,132,132
275,258,132,132
275,257,132,132
276,258,132,132
276,257,132,132
276,257,132,132
275,257,132,132
276,257,132,132
276,258,132,132
276,258,132,132
276,258,132,132
277,257,132,132
276,257,132,132
278,257,132,132
278,256,132,132
279,256,132,132
279,257,132,132
280,256,132,132
281,256,132,132
282,255,132,132
284,255,132,132
285,256,132,132
285,256,132,132
285,255,132,132
285,255,132,132
294,248,136,136
294,249,136,136
294,250,136,136
295,250,136,136
297,240,136,136
299,237,136,136
303,233,136,136
309,230,136,136
314,227,136,136
319,226,136,136
322,225,136,136
323,225,136,136
324,223,136,136
324,220,136,136
321,218,136,136
316,218,136,136
308,219,136,136
296,220,136,136
281,222,136,136
261,223,136,136
240,224,136,136
218,222,136,136
202,221,136,136
188,220,136,136
178,220,136,136
169,216,143,143
158,214,150,150
156,216,150,150
156,217,150,150
155,216,150,150
159,214,150,150
239,88,196,196
240,89,196,196
241,89,196,196
241,90,196,196
232,97,196,196
229,103,196,196
225,111,196,196
220,122,196,196
215,131,196,196
209,141,196,196
201,153,196,196
195,158,196,196
187,160,196,196
179,158,196,196
173,151,196,196
168,139,196,196
165,124,196,196
162,108,196,196
162,94,196,196
164,80,196,196
165,72,196,196
168,69,196,196
173,69,196,196
178,71,196,196
182,76,196,196
190,85,187,187
192,90,187,187
195,95,187,187
197,99,187,187
198,103,187,187
198,108,187,187
214,145,149,149
212,143,149,149
211,139,149,149
210,138,149,149
208,137,149,149
209,137,149,149
208,138,149,149
212,142,142,142
211,142,142,142
211,144,142,142
211,144,142,142
211,144,142,142
210,144,142,142
210,143,142,142
210,142,142,142
211,139,142,142
210,137,142,142
211,134,142,142
211,130,142,142
210,124,142,142
211,118,142,142
210,112,142,142
211,109,142,142
210,107,142,142
210,104,142,142
215,104,135,135
215,102,135,135
215,102,135,135
216,104,135,135
217,104,135,135
219,105,135,135
256,117,90,90
257,117,90,90
260,118,90,90
262,117,90,90
271,118,90,90
274,119,90,90
275,121,90,90
275,122,90,90
275,121,90,90
275,118,90,90
275,117,90,90
275,116,90,90
274,116,90,90
274,117,90,90
274,117,90,90
274,117,90,90
273,118,90,90
273,119,90,90
273,119,90,90
273,120,90,90
274,119,90,90
275,119,90,90
275,119,90,90
277,119,90,90
278,119,90,90
280,119,90,90
281,119,90,90
282,121,90,90
283,123,90,90
284,125,90,90
285,126,90,90
310,61,90,90
308,60,90,90
305,57,90,90
293,47,94,94
281,45,99,99
277,44,104,104
273,42,109,109
272,42,109,109
273,43,109,109
269,39,115,115
269,38,115,115
266,35,121,121
265,35,121,121
261,35,121,121
251,36,121,121
241,37,121,121
229,40,121,121
216,36,121,121
204,35,121,121
194,37,121,121
192,40,121,121
193,39,121,121
195,40,121,121
199,40,121,121
205,39,121,121
211,41,121,121
218,41,121,121
228,45,115,115
240,50,109,109
250,56,104,104
262,66,99,99
332,100,82,82
333,100,82,82
334,100,82,82
336,99,82,82
339,97,82,82
340,97,82,82
341,96,82,82
341,96,82,82
341,96,82,82
342,95,82,82
343,96,82,82
344,96,82,82
344,95,82,82
345,95,82,82
345,95,82,82
345,96,82,82
345,96,82,82
345,97,82,82
345,96,82,82
344,96,82,82
344,96,82,82
344,96,82,82
344,96,82,82
344,96,82,82
343,96,82,82
342,96,82,82
342,96,82,82
341,96,82,82
340,96,82,82
338,97,82,82
336,98,82,82
327,101,86,86
329,101,86,86
332,103,86,86
336,103,86,86
349,104,86,86
353,104,86,86
355,104,86,86
358,103,86,86
360,102,86,86
362,102,86,86
364,102,86,86
364,101,86,86
365,101,86,86
365,101,86,86
366,101,86,86
366,100,86,86
366,100,86,86
367,100,86,86
367,100,86,86
367,98,86,86
368,98,86,86
369,98,86,86
369,98,86,86
371,97,86,86
372,97,86,86
373,97,86,86
374,97,86,86
376,98,86,86
377,99,86,86
379,99,86,86
382,100,86,86
390,114,77,77
391,115,77,77
393,115,77,77
394,117,77,77
395,118,77,77
396,118,77,77
397,118,77,77
397,118,77,77
397,118,77,77
397,118,77,77
397,118,77,77
397,118,77,77
397,119,77,77
397,118,77,77
396,118,77,77
397,118,77,77
397,118,77,77
396,118,77,77
397,119,77,77
397,118,77,77
396,118,77,77
397,118,77,77
397,118,77,77
397,118,77,77
396,118,77,77
396,118,77,77
393,118,77,77
391,119,77,77
388,118,77,77
383,118,77,77
377,118,77,77
331,102,100,100
326,102,100,100
321,102,100,100
315,102,100,100
300,101,100,100
296,101,100,100
293,101,100,100
289,101,100,100
287,101,100,100
285,101,100,100
282,101,100,100
281,100,100,100
279,99,100,100
277,99,100,100
276,99,100,100
275,99,100,100
274,99,100,100
272,99,100,100
270,99,100,100
269,99,100,100
268,99,100,100
266,99,100,100
265,100,100,100
264,100,100,100
264,101,100,100
264,102,100,100
264,102,100,100
264,104,100,100
265,106,100,100
267,107,100,100
268,110,100,100
283,138,72,72
282,138,72,72
281,139,72,72
280,139,72,72
276,139,72,72
276,140,72,72
276,140,72,72
275,140,72,72
275,140,72,72
275,140,72,72
274,139,72,72
274,140,72,72
274,140,72,72
274,140,72,72
274,140,72,72
273,140,72,72
273,141,72,72
273,141,72,72
273,141,72,72
273,141,72,72
272,142,72,72
273,143,72,72
274,144,72,72
274,145,72,72
274,146,72,72
274,147,72,72
274,147,72,72
274,148,72,72
272,148,72,72
270,148,72,72
267,148,72,72
251,154,68,68
250,154,68,68
249,155,68,68
248,156,68,68
253,158,68,68
257,159,68,68
260,161,68,68
263,163,68,68
266,164,68,68
266,165,68,68
267,165,68,68
269,165,68,68
271,166,68,68
272,166,68,68
274,166,68,68
274,166,68,68
274,166,68,68
274,166,68,68
273,166,68,68
272,166,68,68
271,166,68,68
271,166,68,68
271,166,68,68
271,166,68,68
271,167,68,68
271,167,68,68
272,167,68,68
272,167,68,68
272,166,68,68
273,166,68,68
274,165,68,68
282,160,59,59
281,160,59,59
280,161,59,59
277,161,59,59
273,162,59,59
272,163,59,59
270,163,59,59
269,163,59,59
268,163,59,59
268,164,59,59
267,164,59,59
267,165,59,59
266,164,59,59
266,165,59,59
265,165,59,59
265,165,59,59
265,166,59,59
265,165,59,59
265,166,59,59
265,165,59,59
265,166,59,59
265,165,59,59
265,166,59,59
265,166,59,59
266,165,59,59
265,166,59,59
265,165,59,59
265,165,59,59
265,165,59,59
264,165,59,59
264,165,59,59
265,167,59,59
265,167,59,59
265,167,59,59
265,166,59,59
264,167,59,59
264,166,59,59
264,166,59,59
264,166,59,59
264,167,59,59
264,166,59,59
264,166,59,59
264,166,59,59
263,166,59,59
263,166,59,59
264,165,59,59
263,166,59,59
263,166,59,59
263,166,59,59
263,166,59,59
263,165,59,59
264,166,59,59
264,165,59,59
264,166,59,59
264,165,59,59
266,166,59,59
265,165,59,59
265,164,59,59
263,164,59,59
260,161,59,59
252,159,62,62
245,157,62,62
334,123,81,81
339,123,81,81
345,122,81,81
353,121,81,81
353,114,85,85
352,113,85,85
351,112,85,85
349,111,85,85
346,110,85,85
344,109,85,85
340,107,85,85
339,106,85,85
338,102,89,89
335,101,94,94
332,98,98,98
334,97,98,98
339,97,98,98
345,92,98,98
353,84,103,103
369,75,109,109
392,75,109,109
413,74,109,109
433,67,109,109
461,62,109,109
483,53,109,109
503,50,114,114
516,46,114,114
530,43,114,114
540,45,114,114
542,52,114,114
544,53,114,114
280,123,81,81
276,125,81,81
273,125,81,81
271,124,81,81
269,123,81,81
271,121,81,81
273,120,81,81
279,118,81,81
285,115,81,81
290,113,81,81
298,110,81,81
303,107,81,81
304,103,85,85
307,99,85,85
309,98,85,85
310,97,85,85
310,98,85,85
307,98,85,85
304,97,85,85
302,96,85,85
300,95,85,85
296,93,85,85
295,93,85,85
292,91,85,85
292,90,85,85
289,87,89,89
289,84,89,89
289,82,89,89
288,79,89,89
288,78,89,89
288,77,89,89
253,202,255,255
245,205,255,255
231,213,255,255
215,219,255,255
180,212,243,243
175,212,243,243
171,213,231,231
169,212,231,231
164,210,231,231
166,214,220,220
172,218,210,210
175,221,200,200
174,220,200,200
176,223,190,190
173,222,190,190
174,223,181,181
172,223,173,173
172,224,164,164
168,222,164,164
167,224,157,157
163,221,157,157
160,220,157,157
155,219,157,157
152,218,157,157
149,218,157,157
147,221,157,157
140,224,164,164
131,233,173,173
122,246,181,181
116,256,190,190
111,266,200,200
170,223,202,202
177,221,202,202
190,226,192,192
193,225,192,192
200,219,192,192
201,218,192,192
200,218,192,192
200,219,192,192
200,220,192,192
200,220,192,192
198,221,192,192
197,221,192,192
197,222,192,192
203,230,183,183
203,229,183,183
205,230,183,183
212,229,183,183
227,229,183,183
237,227,183,183
243,225,183,183
243,223,183,183
249,228,174,174
250,228,174,174
251,228,174,174
252,229,174,174
253,229,174,174
254,230,174,174
253,229,174,174
252,230,174,174
250,231,174,174
249,231,174,174
217,242,158,158
217,243,158,158
218,244,158,158
217,245,158,158
217,245,158,158
218,245,158,158
219,245,158,158
220,244,158,158
221,244,158,158
221,243,158,158
221,243,158,158
221,243,158,158
221,241,158,158
221,241,158,158
221,240,158,158
222,240,158,158
223,239,158,158
223,238,158,158
224,238,158,158
225,238,158,158
227,239,158,158
230,240,158,158
233,238,158,158
236,237,158,158
242,241,158,158
242,240,158,158
241,241,158,158
242,242,158,158
242,243,158,158
241,243,158,158
241,244,158,158
214,221,178,178
214,222,178,178
214,221,178,178
216,221,178,178
221,225,178,178
223,223,178,178
224,223,178,178
225,220,178,178
227,222,178,178
227,225,178,178
227,224,178,178
227,223,178,178
227,223,178,178
226,215,178,178
225,217,178,178
225,221,178,178
225,217,178,178
225,220,178,178
224,219,178,178
224,216,178,178
225,219,178,178
225,217,178,178
225,217,178,178
225,217,178,178
225,216,178,178
224,218,178,178
224,216,178,178
223,217,178,178
223,217,178,178
223,216,178,178
223,216,178,178
246,206,157,157
248,206,157,157
248,206,157,157
249,206,157,157
250,206,157,157
249,206,157,157
249,205,157,157
249,205,157,157
249,205,157,157
248,206,157,157
248,204,157,157
247,205,157,157
248,205,157,157
248,205,157,157
248,205,157,157
248,204,157,157
248,205,157,157
247,205,157,157
248,204,157,157
248,205,157,157
248,205,157,157
248,204,157,157
248,205,157,157
248,205,157,157
248,204,157,157
248,204,157,157
248,205,157,157
248,204,157,157
248,204,157,157
247,204,157,157
248,205,157,157
253,214,149,149
253,214,149,149
252,214,149,149
253,214,149,149
254,215,149,149
253,214,149,149
253,214,149,149
254,215,149,149
253,214,149,149
253,214,149,149
253,215,149,149
254,215,149,149
253,215,149,149
254,214,149,149
254,215,149,149
253,214,149,149
254,215,149,149
253,214,149,149
253,215,149,149
253,214,149,149
253,215,149,149
254,214,149,149
257,216,149,149
270,219,149,149
290,214,149,149
299,210,149,149
297,219,149,149
296,218,149,149
295,212,149,149
295,218,149,149
295,216,149,149
